Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,44458,74587.03,4261.12,0,78848.15,16300.57,13054.94,6300.13,35655.64,114503.79
Fiscal,2014,1,Public Protection,JUV,Juvenile Probation,22,"Prof & Tech Engineers - Personnel, Local 21",1200,Personnel,1241,Personnel Analyst,8892,39657.72,0,0,39657.72,0,0,3125.22,3125.22,42782.94
Calendar,2015,6,General Administration & Finance,TTX,Treasurer/Tax Collector,790,"SEIU - Miscellaneous, Local 1021",4300,Revenue,4334,"Investigator, Tax Collector",40733,87160.95,0,603.26,87764.21,18060.67,12011.39,6997.13,37069.19,124833.4
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,44400,45205.96,0,4380.23,49586.19,10134.36,8987.93,4093.31,23215.6,72801.79
Fiscal,2016,2,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,6,"Electrical Workers, Local 6",6200,Public Safety Inspection,6248,Electrical Inspector,28107,0,0,17288.81,17288.81,0,0,1322.6,1322.6,18611.41
Calendar,2014,6,General Administration & Finance,CON,Controller,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1844,Senior Management Assistant,44913,89227.14,0,0,89227.14,19499.58,13043.96,7359.62,39903.16,129130.3
Calendar,2013,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,4030,31178.25,0,466.83,31645.08,7059.82,8223.42,2519.85,17803.09,49448.17
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,31160,63515.34,0,2075.05,65590.39,14132.93,7017.44,535.87,21686.24,87276.63
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9140,Transit Manager 1,26169,33983,0,0,33983,7075.23,4074.97,2813.52,13963.72,47946.72
Fiscal,2014,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7341,Statnry Eng Water Treat Plant,33256,78876.34,6619.99,13387.71,98884.04,18309.3,11648.84,8220.95,38179.09,137063.13
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7313,Automotive Machinist,18380,80133.01,41207.6,7613.99,128954.6,16108.54,12918.25,9523.75,38550.54,167505.14
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,49619,30989.92,2350.13,917.66,34257.71,9433.68,6176.88,2920.95,18531.51,52789.22
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,22488,122171.73,2215.13,20157.74,144544.6,23294.6,11447.68,8695.79,43438.07,187982.67
Fiscal,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,29029,11750.42,0,284.55,12034.97,0,4125.93,931.75,5057.68,17092.65
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43558,40071.12,1794.14,203.81,42069.07,11839.15,8426.9,2767.87,23033.92,65102.99
Fiscal,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3264,Camp Assistant,13753,5996.43,0,172.64,6169.07,0,3089.19,477.62,3566.81,9735.88
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,26905,123471.14,2061.41,4546.95,130079.5,23489.62,12918.24,2191.86,38599.72,168679.22
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,19785,81657.47,0,21436.99,103094.46,16770.75,7418.55,6388.64,30577.94,133672.4
Calendar,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3634,Librarian 3,33301,103283.06,0,1045,104328.06,21502.39,12424.5,8509.73,42436.62,146764.68
Calendar,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,39647,11991.29,0,175.71,12167,9871.23,1016.59,4010.22,14898.04,27065.04
Fiscal,2015,4,Community Health,DPH,Public Health,164,Physicians and Dentists - Miscellaneous,2200,Medical & Dental,2232,Senior Physician Specialist,42407,223357.02,0,0,223357.02,49004.58,12500.56,12139.55,73644.69,297001.71
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1204,Senior Personnel Clerk,33052,25140,0,0,25140,4578,4784.54,2073.03,11435.57,36575.57
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,53422,62517.41,2012.85,338.3,64868.56,16915.72,12665.87,4850.63,34432.22,99300.78
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52001,65422.38,5977.34,2662.39,74062.11,19904.18,13861.59,5804.7,39570.47,113632.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",7400,Skilled Labor,7432,Electrical Line Helper,45652,35216.8,4860.23,20,40097.03,9091.12,6561.63,3237.94,18890.69,58987.72
Calendar,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,25429,50722.57,0,6484.72,57207.29,10967.2,11907.93,4478.25,27353.38,84560.67
Calendar,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,32685,113036.07,0,16115.78,129151.85,25300.42,14431.54,1012.87,40744.83,169896.68
Fiscal,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,53706,53102.64,6757.46,8980.04,68840.14,10639.93,12829.49,5691.43,29160.85,98000.99
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1600,"Payroll, Billing & Accounting",1635,Health Care Billing Clerk 1,37751,60402.93,0,1706.4,62109.33,13241.71,12512.89,5125.56,30880.16,92989.49
Fiscal,2016,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2430,Medical Evaluations Assistant,46717,19539.33,31.72,0,19571.05,4296.71,4782.34,1587.01,10666.06,30237.11
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,29,146611.24,1249.44,34934.4,182795.08,34539.81,12218.43,7242.72,54000.96,236796.04
Calendar,2014,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,3,"Operating Engineers - Miscellaneous, Local 3",7300,Journeyman Trade,7328,"Operating Engineer, Universal",6517,91338.01,4129.07,0,95467.08,19961.19,13054.95,7474.64,40490.78,135957.86
Calendar,2014,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2918,HSA Social Worker,5163,15120,0,660,15780,3572.3,3514.79,1275.23,8362.32,24142.32
Fiscal,2014,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8306,Senior Deputy Sheriff,41349,103224,75.83,9220.54,112520.37,20901.13,12512.55,1860.92,35274.6,147794.97
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,15238,68476.64,58865.38,7158.3,134500.32,21711.52,13900.82,9244.75,44857.09,179357.41
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,30924,88738.5,0,1626.4,90364.9,19265.79,12512.55,7454.92,39233.26,129598.16
Fiscal,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,48356,13764.98,0,3519.63,17284.61,947.92,0,2915.18,3863.1,21147.71
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1820,Junior Administrative Analyst,16923,7347.41,0,0,7347.41,1669.72,1695.96,606.92,3972.6,11320.01
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,7338,41663.95,4246.49,3511.43,49421.87,0,3610.87,3835.92,7446.79,56868.66
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2106,Med Staff Svcs Dept Spc,30719,71565.07,0,0,71565.07,13318.25,13056.34,5566.91,31941.5,103506.57
Calendar,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,43493,64926.8,2277.02,5709.95,72913.77,13533.09,12918.25,5864.77,32316.11,105229.88
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,3696,93178.44,24392.98,22731.22,140302.64,19736.9,10042.26,2366.51,32145.67,172448.31
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9910,Public Service Trainee,11125,2421.87,0,0,2421.87,0,1415.35,187.49,1602.84,4024.71
Calendar,2014,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5299,Planner 4-Environmental Review,43302,120873.4,0,4734.07,125607.47,26836.53,12954.49,9574.33,49365.35,174972.82
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,53173,78591.03,427.12,2490.71,81508.86,15383.5,11004.43,4495.11,30883.04,112391.9
Calendar,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2400,"Lab, Pharmacy & Med Techs",2424,X-Ray Laboratory Aide,39010,26383.4,0,2025.83,28409.23,0,6267.74,2199.45,8467.19,36876.42
Fiscal,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,23842,95247.74,30132.9,15945.38,141326.02,26152.64,12359.45,2349.19,40861.28,182187.3
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,790,"SEIU - Miscellaneous, Local 1021",1900,Purchasing & Storekeeping,1932,Assistant Storekeeper,7046,15592.8,0,0,15592.8,3428.82,4439.41,1265.17,9133.4,24726.2
Fiscal,2016,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,18016,6546.93,0,322.86,6869.79,0,0,544.16,544.16,7413.95
Fiscal,2015,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,11201,55949.5,142.87,3554.71,59647.08,13346.78,12500.56,4916.58,30763.92,90411
Calendar,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,37405,39308.7,0,1610.82,40919.52,5344.36,0,0.05,5344.41,46263.93
Calendar,2014,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,790,"SEIU - Miscellaneous, Local 1021",7500,Semi-Skilled & General Labor,7542,Watershed Worker (Seasonal),4353,14074.5,0,0,14074.5,0,4368.38,1089.65,5458.03,19532.53
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9174,"Manager IV, MTA",48726,129587.36,0,0,129587.36,27681.93,13054.95,18571.95,59308.83,188896.19
Calendar,2014,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q004,Police Officer 3,40977,118783.72,74474.06,14617.39,207875.17,25673.75,13042.38,439.74,39155.87,247031.04
Calendar,2013,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,16674,46645.33,0,458,47103.33,0,4446.51,3411.77,7858.28,54961.61
Calendar,2015,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8302,Deputy Sheriff 1,50055,60636.7,3206.77,2940.83,66784.3,13929.21,11946.63,5153.8,31029.64,97813.94
Fiscal,2016,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1092,IT Operations Support Admin II,11342,32553.8,1998.03,0,34551.83,7158.64,6933.44,2743.58,16835.66,51387.49
Fiscal,2014,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H002,Firefighter,17089,19285.5,0,0,19285.5,4015.25,3307.93,1491.98,8815.16,28100.66
Calendar,2015,2,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,351,Municipal Executive Association - Miscellaneous,900,Management,923,Manager II,37429,19434.04,0,0,19434.04,4263.84,1911.46,3356.05,9531.35,28965.39
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35583,9770.22,2403.23,82.49,12255.94,2758.4,1979.42,964.13,5701.95,17957.89
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2920,Medical Social Worker,20071,9717.76,0,377.58,10095.34,0,1540.08,799.74,2339.82,12435.16
Fiscal,2016,4,Community Health,DPH,Public Health,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7335,Senior Stationary Engineer,39420,98736.45,4729.11,0,103465.56,18374.81,13068.8,8461.16,39904.77,143370.33
Fiscal,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H020,"Lieutenant, Fire Suppression",27836,131473.76,20244.39,16789.57,168507.72,26135.48,15683.42,2860.28,44679.18,213186.9
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2585,Health Worker 1,37514,52798.72,1336.6,1260,55395.32,12954.53,12424.51,4367.66,29746.7,85142.02
Fiscal,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1404,Clerk,9929,3308,0,0,3308,0,958.82,256.1,1214.92,4522.92
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1800,"Budget, Admn & Stats Analysis",1844,Senior Management Assistant,13908,93457.4,0,0,93457.4,17392.38,13068.8,7552.16,38013.34,131470.74
Calendar,2015,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1800,"Budget, Admn & Stats Analysis",1823,Senior Administrative Analyst,3128,80319.43,0,0,80319.43,16987.98,9844.03,6424.39,33256.4,113575.83
Calendar,2014,1,Public Protection,ECD,Department of Emergency Management,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8238,Public Safetycomm Disp,14521,88845.91,65733.99,13654.71,168234.61,21784.21,13054.94,10412.09,45251.24,213485.85
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,8809,8678.48,0,250,8928.48,2434.68,1708.37,606.72,4749.77,13678.25
Calendar,2014,5,Culture & Recreation,WAR,War Memorial,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7333,Apprentice Stationary Engineer,31277,78607,9962.18,1907.89,90477.07,17296.39,13054.94,6836.45,37187.78,127664.85
Fiscal,2013,1,Public Protection,DAT,District Attorney,790,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8129,Victim/Witness Investigator 1,44877,67496.05,0,0,67496.05,12290.99,12801.8,5655.82,30748.61,98244.66
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,53635,152113.6,0,24227.36,176340.96,31563.08,13007.82,14139.18,58710.08,235051.04
Calendar,2013,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7318,Electronic Maintenance Tech,40418,43241,589.65,630,44460.65,9353.31,5262.99,3328.29,17944.59,62405.24
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,53692,60557.08,0,5058.31,65615.39,13720.79,12454.98,5308.77,31484.54,97099.93
Fiscal,2014,6,General Administration & Finance,BOS,Board of Supervisors,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,42803,2750.91,0,0,2750.91,0,892.89,212.97,1105.86,3856.77
Fiscal,2014,1,Public Protection,POL,Police,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1044,IS Engineer-Principal,51683,108447.06,0,0,108447.06,22578.68,10911.02,8714.93,42204.63,150651.69
Fiscal,2013,4,Community Health,DPH,Public Health,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1022,IS Administrator 2,50651,82133.06,0,0,82133.06,14956.41,12789.49,6484.64,34230.54,116363.6
Calendar,2015,5,Culture & Recreation,REC,Recreation and Park Commission,790,"SEIU - Miscellaneous, Local 1021",3200,Recreation,3279,Recreation Leader,17626,12360.59,0,319.91,12680.5,0,3074.76,982.81,4057.57,16738.07
Fiscal,2016,6,General Administration & Finance,ADM,General Services Agency - City Admin,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,41255,54148.6,1972.51,3938.84,60059.95,12773.41,13068.81,4916.09,30758.31,90818.26
